## 1. 초등 6학년 추천도서 (수학, 사회, 과학)

### 수학
118개 원소 신비한 물질 탐험 이야기 (정완상 / 성림주니어북)
나비 관찰 백과 (로렌 데이비슨 / 바이킹)
동물이 진짜 궁금해 (카밀라 드 라 베도예르 / 서울문화사)
자석이 뭐야 (김재혁 / 크레용하우스)
하늘을 바라보면 (안나 클레이본 / Lunchbox)
엄청나게 신기하고 볼수록 빠져드는 동물의 세계 (제임스 맥클레인 / 어스본코리아)
의외로 또 유쾌한 생물도감 (누마가사 와타리 / 주니어 김영사)
최강 지구 백과 (마일즈켈리 편집부 / 보랏빛소 어린이)

### 4학년 사회
봄 길 남도 (전정임 / 안녕로빈)
세종로 1번지 경복궁 역사 여행 (장지연 / 너머학교)
우리가 교문을 바꿨어요! (배성호 / 초록개구리)
트랙터도 데려가! (핀 올레 하인리히 외 / 북극곰)
시끌벅적 세계의 시장 (유경숙 / 봄볕)
오늘은 유행, 내일은 쓰레기? (레이나 딜라일 / 초록개구리)
똥과 풍은 지구인이 될까요? (윤여림 / 천개의바람)
술떡 (루피타 뇽오 / 도토리숲)

### 4학년 과학
산으로 올라간 백만 개의 귤 (알렉스 노게스 / 씨드북)
풀꽃의 비밀 (신영준 / 지성사)
용선생의 시끌벅적 과학교실 32 : 혼합물의 분리 (윤용석 / 사회평론)
도시식물 탐험대 (손연주 외 / 주니어RHK)
누가 좀 말려 줘요! (신순재 / 봄개울)
화산 : 지구를 뒤흔드는 몬스터 (릴리 로베르주 / 오늘책)
자연 다큐 백과 : 화산과 지진 (캐시 퍼갱 외 / 비룡소)
마리 타프 (제스 키팅 / 도토리숲)

## 13. 초등 5~6학년 (사회, 과학) — 추가 묶음

### 5학년 사회
영산강 이야기 (방승희 / 모해출판사)
1948년 분이의 약속 (김원선 / 꿈터)
첫 대법원장 김병로 법 이야기 영장면 (이경화 / 출판놀이)
개념연결 초등 한국사 사전 (배성호 외 / 비아에듀)
삼국유사 (이진이 / 책과함께어린이)
세상을 지키는 열일곱 걸음 (페트라 클로제 / 봄볕)
여자는 정치하면 왜 안돼? (카롤린 스테방 / 휴먼어린이)
함께 사는 다문화 왜 중요할까요? (홍명진 / 어린이나무생각)

### 5학년 과학
생각하는 기계 (돈 브라운 / 두레아이들)
우주 다녀오겠습니다 (장선환 / 딸기책방)
이것저것들의 하루 4 (마이크 바필드 / 위즈덤하우스)
냥 박사와 바이러스 탐험대 (예영 / 주니어김영사)
미스터리 과학수사단 1 (안치현 / 미래엔아이세움)
똑똑한 기계들 사이에서 (코시코사 / 너머학교)
식탐이 문제야! (이지유 / 위즈덤하우스)
놀라운 하늘 (헬리레트 아인호른 / 보림출판사)

### 6학년 사회
편의점을 털어라! : 역사 편 (이재은 / 북멘토)
별거벗은 세계사 1 (이현희 / 아울북)
도전! 명랑 초등 창업반 (이은주 / 이레미디어)
우리는 공유경제에 진심 (류지웅 / 봄나무)
펜으로 진실을 밝힌 리영희 (권태선 / 창비)
일본군 '위안부' 하늘 나비 할머니 (함영연 / 내일을여는책)
세계의 섬 (심중수 / 봄볕)
안젤로와 곤돌라의 가난긴 여행 (최은영 / 시금치)

### 6학년 과학
위대한 과학자의 방 (김해등 / 뜨인돌어린이)
과학 탐정스 3 (조인하 / 미래엔아이세움)
브루노와 수소 이야기 (로드리고 콘트레라스 라모스 / 지양어린이)
풀꽃의 비밀 (신영준 / 지성사)
과학을 훔친 수상한 영화관 (서지원 / 뭉치)
처음 읽는 전자공학 (세다드 카이드-살라 페론 / 두레아이들)
봄? 가을? 경계가 모호해지는 사계절 (조인경 / 뭉치)
인간과 동물의 일곱 가지 감각 이야기 (캐시 에반스 / 아이위즈)
이젠 달라져야 해! 에너지 (김소정 / 노란돼지)

## 14. 초등 1~2학년 국어 (추가)

### 1학년
나팔꽃이 말했어요 (이미레 / 리틀씨앤톡, 2024)
우주에서 찾아온 특별한 나 (류미정 / 뭉치, 2023)
괜찮아, 용기 내서 말해 봐 (우오즈미 나오코 / 그린북, 2023)
나랑 놀 사람 (한라경 / 보랏빛소어린이, 2023)
내 손을 잡아 (여름꽃 / 그린북, 2023)
마트에 사자라니! (미켈 발베르데 / 머핀북, 2023)
맞춤법이 왜 어렵냐고? (이은지 / 리틀씨앤톡, 2023)
모든 존재는 특별해요 (니콜라 데이비스 / 아름다운사람들, 2024)
몰라쟁이 엄마 (이태준 / 우리교육, 2021)
버스가 왔어요 (유미무라 키키 / 노란돼지, 2023)
뽀롱뽀롱 뽀로로 달을 갖고 싶어요 (키즈아이콘 / 키즈아이콘, 2023)
스마트폰에 빠질 때 놓치는 것 (레니아 마조르 / 아름다운사람들, 2024)
슬퍼하는 나무 (이태준 / 단비어린이, 2022)
우리가 사랑한 의사 선생님 (소중애 / 단비어린이, 2023)
으랏차차! 뭉치면 힘이 세져 (조영경 / 키즈프렌즈, 2023)
저학년 교과서 창작 동화 (한국아동문학연구소 / 효리원, 2024)
고아 소녀 버티 (강밀아 / 옐로스톤, 2024)
곰 생각 별 생각 (박하잎 / 창비, 2024)
구두 디자이너 뱀 씨 (임윤정 / 봄날의곰, 2024)
난 완벽하지 않아 (마야 마이어스 / 창비, 2024)
내 개는 특별하니까! (마리사 베스티타 / 나무말미, 2024)
다정한 빵집 (정연숙 / 논장, 2024)
당나귀 임금님 (조태봉 / 청개구리, 2024)
마음먹은 고양이 (강경호 / 나무말미, 2024)
물빛 코끼리와 사과 나무 (나카반 / 봄볕, 2024)
아빠, 나의 바다 (이경아 / 창비, 2024)

### 2학년
방귀 파워 뿅 (박병주 / 올리, 2023)
여름 상상 (박광명 / 고래뱃속, 2023)
꽁꽁꽁 캠핑 (윤정주 / 책읽는곰, 2023)
나태평과 진지해 (진수경 / 천개의바람, 2022)
날씨 상점 (토마쓰리 / 웅진주니어, 2023)
도망쳐요 달평씨 (신민재 / 책읽는곰, 2022)
땅속 아파트 77호 (김건구 / 소담주니어, 2023)
바다처럼 유유히 (막스 뒤코스 / 국민서관, 2023)
반짝반짝 비행접시 (윤지 / 웅진주니어, 2023)
수박을 쓴 여우 (솔 운두라가, 무헤르 갈리나 / 놀궁리, 2022)
시장에 가면? (김정선 / 길벗어린이, 2023)
여름아이 (최휘 / 문학동네, 2022)
오이잉? (최진우 / 보랏빛소어린이, 2022)
제자리를 찾습니다 (막스 뒤코스 / 국민서관, 2023)
해골씨의 새집 (홍지혜 / 고래뱃속, 2023)
호랭면 (김지안 / 미디어창비, 2023)
고모가 생길 뻔한 날 (심수영 / 봄마중, 2024)
꼬마 유령 코치와 두근두근 이발소 (가도노 에이코 / 가람어린이, 2024)
노란 버스 (로렌 롱 / 지양어린이, 2024)
늑대는 1층에만 (김수빈 / 노란돼지, 2024)
마음 두꺼비 약국 (임은정 / 길벗스쿨, 2024)
별빛을 훔친 알바 (마리노 아모디오 / 작은코도마뱀, 2024)
세뱃돈 되찾기 프로젝트 (송선혜 / 마루비, 2024)
수피아, 숲 소리를 부탁해! (윤혜선 / 파란자전거, 2024)
엄마의 고물상 (현지영 / 비엠케이, 2024)
오빠 생각 (박상재 / 샘터사, 2024)

## 15. 초등 3~4학년 국어 (추가)

### 3학년
거미의 인사 (어윤정 / 샘터)
고개를 들면 보이는 것들 (기예르모 데쿠르헤즈 / 지양어린이)
나의 오랑우탄 엄마 (이영미 / 보림)
놀이터 세상 (조성자 / 베틀북)
드라큘라의 시 (김개미 / 천개의바람)
마음 얼굴 병원 (김경미 / 소원나무)
맛나이 채소 (백혜진 / 국민서관)
봉스타 프로젝트 (백은하 / 현암주니어)
빨강 여우 (조태봉 / 청개구리)
사실, 꼬리 아홉 여우는 (조현미 / 잇츠북)
세기의 대결 (신채연 / 북스그라운드)
세상에서 제일 무거운 엉덩이 (이하정 / 반달서재)
언니는 따뜻해 (현경미 / 청개구리)
처음 우주에 간 고양이, 피자를 맛보다 (맥 바넷 / 나무의말)
코코코 나라 (김율희 / 고래뱃속)
타잔이 나타났다 (연지민 / 마음이음)

### 4학년
1795년, 정조의 행복한 행차 (윤민용 / 봄볕)
감정에 이름을 붙여 봐 (이라일라 / 파스텔하우스)
달팽이 : 빛을 조각한 예술가, 이사무 노구치 (에밀리 휴즈 / 지양어린이)
도둑 잡는 도둑, 청길동 (표영민 / 봄볕)
마음을 다해 똑똑하게, 다정하게 말하고 싶어 (김경미 / 슈크림북)
마음일기 (자현 / 노란돼지)
막난 할미, 래퍼로 데뷔하다 (안오일 / 뜨인돌어린이)
모든 존재는 특별해요 (니콜라 데이비스 / 아름다운사람들)
상자 속 도플갱어 (신은영 / 노란돼지)
상처 사진기 '나혼네컷' (박현아 / 내일을여는책)
안녕이라고 말할 때 (신운선 / 해와나무)
어린이를 위한 한글 이야기 (강영임, 저지영 / 파라주니어)
왕만두 (김유석 / 열림원어린이)
우리 할머니는 사이보그 (남유하 / 해와나무)
친구 잘 사귀는 법 (류윤환 / 뜨인돌어린이)
행복 충전소 게스트하우스 (혜련 / 해와나무)

## 16. 초등 5~6학년 국어 (추가)

### 5학년
나는 그렇고 그런 고양이가 아니야! (젤라 / 뜨인돌어린이)
나로의 가상현실 (임어진 / 열림원어린이)
대답 말고 질문 (로레나 엘렐라 / 느림보)
마음을 다해 똑똑하게, 다정하게 말하고 싶어 (김경미 / 슈크림북)
상상수집가 조르주. 10 : 추리 (뱅자맹 아당 / 고래뱃속)
설전도 수련관. 3 : 비속어 없이 감정 표현하기 (김경미 / 슈크림북)
쉿! 고양이 말이 들리는 건 비밀이야 (요아힘 프리드리히 / 알라딘북스)
신데렐라 패밀리 (최수현 / 에앤키즈)
쓰는대로 이루어진다! (멜리사 다소리 / 개암나무)
안녕이라고 말할 때 (신운선 / 해와나무)
우리 교실은 명화 미술관 (이든 / 해와나무)
유리의 집 (신미애 / 해와나무)
저승 변호사 왈왈 (키키유 / 나무말미)
지구가 멸망하면 어쩌죠? (아누슈카 그로스 / 파란자전거)
칭찬해 주세요 (최진 / 청개구리)
표절이 취미 (신은영 / 내일을여는책)

### 6학년
그깟 양반 개나 줘라! (장세현 / 책내음)
나무 문해력 초등 6학년 (윤병무 / 국수)
룰스 (단 한 사람만을 위한 규칙) (신시아 로드 / 초록개구리)
마지막 숲을 찾아라! (파트리시아 가르시아로호 / 봄볕)
백정의 아들, 포와에 가다 (남경희 / 봄볕)
벽란도의 마로, 변경에 가다 (김하영 / 오늘책)
소리끼리 달달달 (하지혜 / 청개구리)
어린이를 위한 역사의 쓸모: 인생 편 5 희망 (최태성 / 다산어린이)
예의 있고 똑 부러지는 말투 쓰기 (사이토 다카시 / 국민서관)
왜 그 친구와는 말이 안 통할까? (매슈 사이드 / 위즈덤하우스)
우리들의 재판을 시작하겠습니다 (율리 체, 엘리사 호벤 / 다산어린이)
이솝 우화로 배우는 속담과 사자성어 (김숙분 / 가문비어린이)
자신만만한 음치 거북이들 (아구스틴 산체스 아길라르 / 북스그라운드)
천왕성에서 유턴 (이경아 / 열림원어린이)
평범한 어린이가 말하는 모두의 행복 (이데 에이사쿠 / 우리학교)
푸른 눈의 독립운동가 (김영숙 / 풀빛)

## 17. 초등 3~4학년 수학 (추가)

### 3학년
가르쳐주세요! 통계에 대해서 (이운영 / 지브레인)
가우스, 동화 나라의 사라진 0을 찾아라 (김정 / 뭉치)
가우스는 소수 대결로 마녀들을 물리쳤어 (김정 / 뭉치)
견우와 직녀가 분수 때문에 싸웠대 (이안, 한지연 / 뭉치)
계산이 빨라지는 인도 베다 수학 (마키노 다케후미 / 바이킹)
모두의 단위 (오지은 / 대림아이)
백 점 맞는 수학 왕 (김현태 / 가문비)
수리네 자동차 (서주희 / 북극곰)
아르키는 어림하기로 걸리버 아저씨를 구했어 (김승태 / 뭉치)
알면 알수록 재미있는 단위의 세계 (단위의 세계 편집부 / 리스컴)
열린, 분수와 소수로 악당 히들러를 쫓아내라 (장영훈 / 뭉치)
어떻게 똑같이 나누지? (윤병무 / 국수)
오일러, 오즈의 입체도형 마법사를 찾아라 (이안 / 뭉치)
오일러와 피노키오는 도형 총 대회 1등을 했어 (이안 / 뭉치)
완주 분수 (남택진, 이현욱 / 서사원주니어)
외계인도 수학을 할까? (김성화 외 / 와이즈만BOOKS)
평각 삼각형도 있나요? (윤병무 / 국수)
한 권으로 끝내는 뚝딱 수학 : 초등 3학년 (박신식 / 크레용하우스)

### 4학년
꽃잎의 개수에 담긴 수열의 비밀 (계영희 / 뭉치)
똑똑한 표와 대단한 그래프 (스튜어트 머피 / 봄나무)
뾰족반듯단단 도형 나라의 비밀 (가졸, 크뤼시포룸 / 한울림어린이)
세계로 떠나는 수학 도형 여행 (김리나 / 다락원)
세상 곳곳 수학 쏙쏙 (팀 콜린스 / 다섯수레)
수학아 수학아 나 좀 도와줘 2 (조성실 / 삼성당)
스포츠 속 황금 각도를 찾아라 (황근기 / 뭉치)
쌍둥이 건물 속 대칭축을 찾아라 (여승현 / 뭉치)
씽씽레츠고 내 딱지가 제일 세! 평면도형 (한날 / 이젠교육)
옷과 음식에도 단위의 비밀이 있다고? (이정 / 뭉치)
우주를 재자 (이종필 / 아이들은 자연이다)
유클리드, 플라톤의 진리를 찾아 도형 왕국을 구하라 (오가희 / 뭉치)
읽을수록 빠지는 수학으로 배우는 세계사 (곰곰쌤 / 제제의숲)
짜장면 곱빼기에 수학이 들어 있다고? (김용관 / 사계절)
파스칼은 통계 정리로 나쁜 왕을 혼내줬어 (서지원 / 뭉치)
페르마, 수리수리 규칙을 찾아라 (황근기 / 뭉치)
풀고 싶은 퀴즈 알고 싶은 수학 (정왕근 / 키움)
피보나치, 수를 배열해 비밀의 방을 탈출하라 (이혜림 / 뭉치)
